price,vehicleType,yearOfRegistration,gearbox,powerPS,model,kilometer,fuelType,brand,notRepairedDamage
1150,kleinwagen,2002,manuell,60,ka,150000,benzin,ford,nein
9500,limousine,2016,manuell,103,qashqai,125000,diesel,Other,nein
1399,kleinwagen,2000,manuell,0,fortwo,100000,benzin,Other,nein
6315,kleinwagen,1996,manuell,50,corsa,150000,benzin,opel,nein
12900,kleinwagen,2012,manuell,0,beetle,30000,benzin,volkswagen,nein
1899,kleinwagen,1999,manuell,0,lupo,90000,benzin,volkswagen,nein
1000,kleinwagen,2006,manuell,0,twingo,70000,benzin,renault,nein
600,kombi,1994,manuell,170,mondeo,150000,benzin,ford,nein
6900,coupe,2003,automatik,298,andere,150000,benzin,Other,nein
1800,limousine,1999,manuell,101,bora,150000,benzin,volkswagen,nein
799,cabrio,1999,manuell,95,megane,150000,benzin,renault,nein
6315,kombi,1998,manuell,75,astra,150000,benzin,opel,nein
13999,suv,2003,automatik,299,golf,150000,benzin,Other,nein
600,kleinwagen,2003,manuell,0,andere,100000,diesel,Other,nein
11900,cabrio,2008,automatik,140,eos,90000,diesel,volkswagen,nein
900,kombi,2004,manuell,0,mondeo,40000,diesel,ford,nein
500,cabrio,1997,manuell,75,astra,150000,benzin,opel,nein
16900,suv,2010,manuell,140,tiguan,90000,diesel,volkswagen,nein
8400,kleinwagen,2013,manuell,101,corsa,60000,benzin,opel,nein
6315,limousine,2004,manuell,0,mondeo,150000,diesel,ford,nein
9300,coupe,1999,manuell,225,tt,125000,benzin,audi,nein
1099,limousine,2000,manuell,136,golf,150000,benzin,opel,nein
650,limousine,1997,manuell,0,golf,150000,benzin,ford,nein
1300,limousine,1994,manuell,122,c_klasse,150000,benzin,mercedes_benz,nein
3300,bus,2001,manuell,116,sharan,150000,diesel,volkswagen,nein
6315,kleinwagen,1996,manuell,0,golf,150000,benzin,volkswagen,nein
750,bus,1994,manuell,75,golf,150000,diesel,volkswagen,nein
1900,limousine,2003,automatik,115,vectra,150000,diesel,opel,ja
750,limousine,1998,manuell,115,vectra,150000,benzin,opel,nein
15000,limousine,2006,automatik,258,3er,150000,benzin,bmw,nein
6315,cabrio,1965,manuell,34,golf,10000,benzin,volkswagen,nein
1900,bus,2001,manuell,116,galaxy,150000,diesel,ford,nein
9599,limousine,2007,manuell,143,1er,70000,benzin,bmw,nein
6315,limousine,2000,manuell,0,clio,5000,benzin,renault,nein
3250,limousine,2001,automatik,143,c_klasse,150000,diesel,mercedes_benz,nein
9999,limousine,2002,manuell,179,golf,150000,benzin,volkswagen,nein
950,kleinwagen,1996,manuell,45,corsa,150000,benzin,opel,nein
6315,limousine,2000,manuell,116,andere,150000,benzin,Other,nein
1899,limousine,2018,automatik,0,corolla,80000,benzin,Other,nein
1200,cabrio,1994,automatik,0,3er,150000,benzin,bmw,ja
4450,andere,2009,manuell,75,modus,80000,benzin,renault,nein
800,bus,2001,manuell,64,caddy,150000,diesel,volkswagen,nein
2900,andere,2006,manuell,84,transporter,10000,diesel,volkswagen,ja
18800,suv,2007,automatik,190,m_klasse,125000,diesel,mercedes_benz,nein
12500,kombi,2009,manuell,140,a3,125000,diesel,audi,nein
16700,kombi,2014,manuell,125,superb,30000,benzin,Other,nein
2890,kombi,2004,manuell,101,astra,150000,diesel,opel,nein
1250,kombi,2000,manuell,144,omega,125000,benzin,opel,nein
8500,bus,1999,manuell,102,transporter,150000,diesel,volkswagen,nein
4200,limousine,2005,automatik,116,a_klasse,150000,benzin,mercedes_benz,nein
6000,limousine,2009,manuell,80,polo,80000,benzin,volkswagen,nein
1200,kleinwagen,2004,manuell,65,polo,150000,benzin,volkswagen,nein
1900,limousine,1999,manuell,101,astra,150000,benzin,opel,nein
1850,limousine,2016,manuell,0,fabia,150000,benzin,Other,nein
12999,limousine,2008,automatik,190,e_klasse,150000,diesel,mercedes_benz,nein
2990,kleinwagen,2005,manuell,83,jazz,150000,benzin,Other,nein
9999,cabrio,2012,manuell,99,500,40000,benzin,fiat,nein
13990,limousine,2012,manuell,114,c_reihe,50000,diesel,Other,nein
500,limousine,1995,manuell,60,golf,150000,benzin,volkswagen,ja
4900,bus,2009,manuell,90,andere,150000,diesel,Other,nein
1990,limousine,2016,manuell,97,a_klasse,150000,benzin,mercedes_benz,nein
6900,limousine,1984,automatik,185,s_klasse,150000,benzin,mercedes_benz,nein
8499,kleinwagen,2011,manuell,101,corsa,40000,benzin,opel,nein
6315,limousine,1998,manuell,160,a4,150000,benzin,audi,ja
15800,coupe,1998,automatik,300,911,150000,benzin,Other,nein
2455,coupe,1983,manuell,163,andere,150000,benzin,Other,nein
16500,suv,2012,manuell,173,cx_reihe,80000,diesel,Other,nein
10950,suv,2004,automatik,231,x_reihe,125000,benzin,bmw,nein
500,kleinwagen,2001,manuell,60,fiesta,90000,benzin,ford,ja
5450,limousine,2007,manuell,90,corsa,150000,diesel,opel,nein
4699,kombi,2005,manuell,136,passat,150000,diesel,volkswagen,nein
2500,kleinwagen,2002,automatik,54,fortwo,150000,benzin,Other,nein
6315,limousine,1993,manuell,72,astra,150000,benzin,opel,ja
6000,kombi,2006,manuell,170,passat,150000,diesel,volkswagen,nein
1900,cabrio,1996,manuell,121,3_reihe,150000,benzin,peugeot,nein
3800,limousine,2000,manuell,101,golf,70000,benzin,audi,nein
1800,kombi,1998,manuell,136,c_klasse,150000,benzin,mercedes_benz,nein
2490,limousine,2018,manuell,61,fortwo,125000,benzin,Other,nein
12500,coupe,2010,manuell,211,scirocco,125000,benzin,volkswagen,nein
2200,kombi,2004,manuell,102,octavia,150000,benzin,Other,ja
6315,kombi,1997,manuell,0,mondeo,150000,benzin,ford,nein
3800,kleinwagen,2005,manuell,75,golf,150000,benzin,volkswagen,nein
1100,kleinwagen,2006,manuell,69,andere,150000,benzin,ford,ja
1200,kombi,2001,automatik,0,a6,150000,diesel,audi,nein
999,kleinwagen,2001,manuell,60,ka,150000,benzin,ford,nein
18500,coupe,2010,manuell,177,1er,90000,diesel,bmw,nein
13350,limousine,2007,manuell,230,golf,100000,benzin,volkswagen,nein
5700,limousine,2004,automatik,102,golf,50000,benzin,volkswagen,nein
1200,kleinwagen,2003,manuell,77,polo,90000,benzin,volkswagen,ja
2500,limousine,2005,manuell,0,passat,150000,diesel,volkswagen,nein
3330,limousine,2001,manuell,143,c_klasse,150000,diesel,mercedes_benz,nein
1999,kleinwagen,2004,manuell,103,corsa,150000,diesel,opel,nein
1400,kombi,1996,automatik,0,3er,150000,benzin,bmw,nein
1000,limousine,2017,manuell,205,mondeo,150000,benzin,ford,ja
6315,limousine,1997,manuell,90,golf,150000,benzin,volkswagen,nein
7999,kombi,2007,automatik,209,a6,150000,benzin,audi,nein
1800,limousine,1998,manuell,136,astra,150000,benzin,opel,nein
7900,kleinwagen,2010,manuell,135,punto,80000,benzin,fiat,nein
13500,coupe,2008,automatik,170,passat,150000,diesel,volkswagen,nein
6380,bus,2008,manuell,150,zafira,150000,diesel,opel,nein
12900,coupe,2005,automatik,272,andere,150000,benzin,mercedes_benz,nein
6315,kombi,2002,manuell,81,andere,5000,benzin,Other,ja
6000,coupe,2004,manuell,163,clk,150000,benzin,mercedes_benz,nein
2900,limousine,2006,manuell,101,astra,150000,diesel,opel,nein
1000,kombi,1997,manuell,125,passat,150000,benzin,volkswagen,nein
8590,limousine,2005,automatik,150,3er,100000,benzin,bmw,nein
1500,limousine,1990,manuell,0,80,125000,benzin,audi,nein
549,kombi,1997,manuell,101,golf,150000,benzin,volkswagen,nein
600,kleinwagen,1999,manuell,50,lupo,150000,benzin,volkswagen,nein
8950,limousine,2009,automatik,125,a3,150000,benzin,audi,nein
5999,limousine,2002,automatik,150,e_klasse,150000,diesel,mercedes_benz,nein
2800,cabrio,2003,manuell,0,ka,150000,benzin,ford,nein
10499,limousine,2009,manuell,110,passat,80000,diesel,volkswagen,nein
2790,kombi,1997,manuell,125,a4,150000,benzin,audi,nein
3100,bus,2000,manuell,88,transporter,150000,benzin,volkswagen,nein
6315,kombi,2001,manuell,107,laguna,150000,benzin,renault,nein
7340,limousine,2004,manuell,150,a3,80000,benzin,audi,nein
23990,coupe,2011,automatik,177,a5,150000,diesel,audi,nein
900,limousine,1997,manuell,90,civic,150000,benzin,Other,nein
2750,limousine,1997,manuell,170,5er,150000,benzin,bmw,nein
550,cabrio,1997,manuell,120,andere,125000,benzin,Other,ja
4990,kombi,2004,manuell,150,3er,150000,diesel,bmw,nein
990,limousine,1994,manuell,75,golf,150000,benzin,volkswagen,nein
1250,kombi,2005,manuell,0,berlingo,150000,cng,Other,nein
5900,suv,2002,manuell,140,rav,150000,diesel,Other,nein
17800,kombi,2008,manuell,179,a4,100000,benzin,audi,nein
18750,limousine,2011,manuell,177,x_reihe,70000,diesel,bmw,nein
7500,kombi,2012,manuell,140,passat,100000,diesel,volkswagen,ja
2550,cabrio,2004,manuell,136,3_reihe,125000,benzin,peugeot,nein
8499,kombi,2005,manuell,271,a6,150000,diesel,audi,nein
3000,limousine,1980,manuell,0,golf,150000,benzin,volkswagen,nein
9400,limousine,2008,manuell,160,golf,150000,benzin,volkswagen,nein
5000,coupe,2001,manuell,163,c_klasse,150000,benzin,mercedes_benz,nein
4899,limousine,2005,manuell,95,forfour,60000,benzin,Other,nein
5500,limousine,2002,automatik,170,c_klasse,150000,diesel,mercedes_benz,nein
1250,kleinwagen,2004,manuell,70,c2,150000,benzin,Other,nein
1800,limousine,1997,automatik,193,7er,150000,lpg,bmw,nein
11250,kombi,2009,automatik,122,octavia,80000,benzin,Other,nein
2190,bus,2002,manuell,95,kangoo,150000,benzin,renault,nein
850,kombi,1998,manuell,0,astra,150000,benzin,opel,nein
1499,kombi,1999,automatik,170,5er,150000,benzin,bmw,nein
13900,suv,2010,manuell,150,tiguan,80000,benzin,volkswagen,nein
1300,limousine,2017,manuell,0,corsa,20000,benzin,opel,nein
9780,kombi,2008,manuell,140,caddy,125000,diesel,volkswagen,nein
4400,kleinwagen,2008,manuell,80,corsa,100000,benzin,opel,nein
6315,limousine,2016,manuell,0,golf,150000,diesel,volkswagen,nein
3999,limousine,2002,manuell,170,focus,150000,benzin,ford,nein
799,limousine,1995,manuell,75,toledo,30000,benzin,seat,nein
3700,cabrio,2000,manuell,116,golf,150000,benzin,volkswagen,nein
6980,limousine,2009,automatik,185,s60,150000,diesel,Other,nein
10490,limousine,2011,manuell,140,astra,60000,benzin,opel,nein
40500,limousine,2013,automatik,265,andere,150000,diesel,mercedes_benz,nein
19800,cabrio,2013,manuell,122,cooper,20000,benzin,Other,nein
1990,suv,2004,manuell,0,golf,150000,diesel,Other,nein
1890,limousine,1985,manuell,55,polo,150000,benzin,volkswagen,nein
21950,bus,2013,manuell,140,caddy,30000,diesel,volkswagen,nein
6599,kleinwagen,2008,manuell,105,polo,125000,benzin,volkswagen,nein
2500,limousine,2001,manuell,170,3er,150000,benzin,bmw,nein
4800,limousine,2007,manuell,200,159,150000,diesel,Other,nein
61911,coupe,2008,manuell,355,911,40000,benzin,Other,nein
14999,andere,2011,manuell,190,navara,125000,diesel,Other,nein
7250,limousine,2005,manuell,122,1er,150000,diesel,bmw,nein
2300,limousine,2003,manuell,170,golf,150000,benzin,audi,nein
27000,suv,2015,manuell,150,kuga,10000,diesel,ford,nein
14950,coupe,2009,manuell,245,3er,150000,diesel,bmw,nein
12600,coupe,1977,manuell,61,andere,60000,benzin,Other,nein
1111,kombi,1998,manuell,136,omega,150000,benzin,opel,nein
6800,kleinwagen,2004,manuell,105,a3,150000,diesel,audi,nein
699,kleinwagen,1997,manuell,75,3_reihe,150000,benzin,peugeot,nein
4900,limousine,2005,manuell,102,golf,125000,benzin,volkswagen,nein
6315,coupe,2016,automatik,290,leon,5000,benzin,seat,nein
1949,kleinwagen,2001,manuell,75,corsa,150000,benzin,opel,ja
1000,limousine,1995,manuell,101,a4,150000,benzin,audi,nein
800,kombi,2002,manuell,160,galant,150000,benzin,Other,nein
5999,cabrio,1992,manuell,98,golf,150000,benzin,volkswagen,nein
13100,limousine,2008,manuell,156,c_klasse,125000,benzin,mercedes_benz,nein
11000,cabrio,2006,manuell,150,z_reihe,100000,benzin,bmw,nein
6000,limousine,2007,manuell,145,c_max,150000,benzin,ford,nein
2500,kleinwagen,2006,manuell,75,fusion,150000,benzin,ford,nein
13500,kombi,2005,automatik,218,5er,150000,diesel,bmw,nein
680,kombi,1997,manuell,116,3er,150000,benzin,bmw,nein
500,bus,2000,manuell,150,grand,150000,benzin,Other,ja
32900,limousine,2012,automatik,408,5er,125000,benzin,bmw,nein
599,limousine,2016,manuell,54,twingo,150000,benzin,renault,nein
7499,suv,2006,manuell,0,x_trail,125000,benzin,Other,nein
3333,limousine,2002,manuell,200,andere,150000,benzin,Other,nein
6920,limousine,2003,manuell,177,a3,125000,diesel,audi,nein
550,suv,2000,manuell,128,sportage,150000,benzin,Other,nein
5750,bus,2007,manuell,90,meriva,90000,benzin,opel,nein
5400,coupe,2005,manuell,105,astra,125000,benzin,opel,nein
12950,suv,2006,automatik,349,golf,150000,benzin,Other,nein
3500,kleinwagen,2001,automatik,61,lupo,150000,diesel,volkswagen,nein
5490,kombi,2003,automatik,179,a6,150000,diesel,audi,nein
4900,limousine,2006,manuell,131,mondeo,150000,benzin,ford,nein
21950,kombi,2010,automatik,239,a4,150000,diesel,audi,nein
2750,kleinwagen,2004,automatik,80,micra,100000,benzin,Other,nein
1000,kleinwagen,2000,manuell,39,seicento,125000,benzin,fiat,nein
3750,coupe,2004,manuell,75,golf,150000,benzin,volkswagen,nein
3900,bus,2014,manuell,3,golf,5000,benzin,Other,nein
3900,limousine,2004,automatik,101,astra,60000,benzin,opel,nein
18500,limousine,2010,automatik,170,c_klasse,125000,diesel,mercedes_benz,nein
3000,limousine,2017,manuell,0,megane,80000,benzin,renault,nein
28999,coupe,1998,manuell,321,z_reihe,100000,benzin,bmw,nein
5500,bus,2006,manuell,140,zafira,150000,lpg,opel,nein
7250,kleinwagen,2008,manuell,192,corsa,100000,benzin,opel,nein
5199,kleinwagen,2010,manuell,99,panda,70000,benzin,fiat,nein
700,limousine,2016,manuell,75,golf,150000,benzin,volkswagen,nein
1150,bus,1999,manuell,110,alhambra,150000,diesel,seat,nein
909,kleinwagen,1998,manuell,50,ka,50000,benzin,ford,nein
6890,bus,1960,manuell,0,golf,150000,benzin,Other,nein
38500,cabrio,2014,manuell,224,a5,10000,benzin,audi,nein
650,kombi,1998,manuell,125,passat,150000,benzin,volkswagen,nein
6000,bus,2010,manuell,90,andere,150000,diesel,peugeot,nein
1799,kombi,2001,manuell,115,vectra,150000,benzin,opel,nein
3200,limousine,2007,manuell,140,golf,150000,diesel,volkswagen,nein
6000,limousine,2009,automatik,136,golf,150000,diesel,mercedes_benz,nein
6315,limousine,1997,manuell,120,carisma,30000,benzin,Other,nein
899,kombi,2005,manuell,116,mondeo,150000,diesel,ford,ja
23500,suv,2008,automatik,235,x_reihe,100000,diesel,bmw,nein
5600,limousine,2005,manuell,136,a_klasse,100000,benzin,mercedes_benz,nein
3600,suv,2004,manuell,111,freelander,150000,diesel,Other,nein
550,kleinwagen,1994,manuell,60,polo,125000,benzin,volkswagen,nein
7450,limousine,2009,manuell,140,golf,150000,diesel,volkswagen,nein
1290,kleinwagen,2000,manuell,54,andere,100000,benzin,Other,nein
3350,bus,2005,manuell,90,meriva,125000,benzin,opel,nein
6300,cabrio,2005,automatik,163,a4,150000,diesel,audi,nein
6799,kombi,2011,manuell,116,mondeo,150000,diesel,ford,nein
500,kleinwagen,1995,manuell,53,swift,150000,benzin,Other,nein
6315,limousine,2016,manuell,0,fiesta,150000,benzin,ford,nein
4200,kleinwagen,2009,manuell,69,ka,100000,benzin,ford,nein
16999,limousine,2014,manuell,136,astra,30000,diesel,opel,nein
5500,kombi,2008,manuell,170,passat,150000,diesel,volkswagen,nein
3500,andere,2003,manuell,143,3er,150000,benzin,bmw,nein
49500,bus,2016,automatik,190,vito,5000,diesel,mercedes_benz,nein
16000,limousine,2014,manuell,122,leon,20000,benzin,seat,nein
2850,kleinwagen,2007,manuell,65,picanto,80000,benzin,Other,nein
6315,limousine,1998,manuell,125,passat,150000,benzin,volkswagen,nein
9190,kombi,2011,manuell,105,focus,70000,benzin,ford,nein
11999,kombi,2012,manuell,102,caddy,60000,cng,volkswagen,nein
6500,limousine,2005,automatik,218,5er,150000,diesel,bmw,nein
12990,bus,2011,manuell,150,5_reihe,50000,benzin,Other,nein
2500,limousine,1990,manuell,0,golf,5000,benzin,volkswagen,ja
950,limousine,2016,manuell,101,focus,150000,benzin,ford,ja
6315,limousine,2001,manuell,95,golf,150000,benzin,Other,nein
8800,limousine,2002,automatik,224,e_klasse,150000,benzin,mercedes_benz,nein
9999,kombi,2008,automatik,170,a6,150000,diesel,audi,nein
3700,kombi,2003,manuell,131,passat,150000,diesel,volkswagen,nein
1299,limousine,1999,manuell,68,astra,150000,diesel,opel,nein
14500,coupe,2008,automatik,284,3er,150000,diesel,bmw,nein
700,kombi,1994,manuell,0,astra,150000,benzin,opel,nein
3500,limousine,2001,manuell,105,golf,150000,benzin,volkswagen,nein
12600,bus,2003,manuell,174,transporter,150000,diesel,volkswagen,nein
2500,bus,2003,manuell,140,sharan,150000,diesel,volkswagen,ja
12750,kombi,2007,automatik,272,e_klasse,150000,benzin,mercedes_benz,nein
800,kleinwagen,1994,automatik,60,corsa,80000,benzin,opel,nein
17500,kombi,2003,manuell,344,andere,125000,benzin,audi,nein
3500,kombi,2003,manuell,101,golf,150000,diesel,volkswagen,nein
8800,kombi,2011,manuell,140,passat,150000,benzin,volkswagen,nein
1599,limousine,1998,manuell,75,golf,150000,benzin,volkswagen,nein
7999,limousine,2017,automatik,131,golf,150000,benzin,audi,nein
500,limousine,1997,manuell,116,mondeo,150000,benzin,ford,nein
8950,kombi,2010,manuell,110,passat,150000,diesel,volkswagen,nein
1444,kleinwagen,2005,manuell,94,andere,150000,benzin,Other,nein
16999,limousine,2013,manuell,140,golf,40000,benzin,volkswagen,nein
3299,kleinwagen,2004,automatik,109,c3,125000,benzin,Other,nein
1325,kleinwagen,2002,manuell,56,cuore,70000,benzin,Other,nein
6315,kleinwagen,1998,manuell,58,twingo,150000,benzin,renault,ja
3995,cabrio,1996,manuell,150,3er,150000,benzin,bmw,nein
1750,kleinwagen,2003,manuell,75,clio,150000,benzin,renault,nein
1200,limousine,1999,manuell,101,passat,150000,benzin,volkswagen,nein
4500,kombi,2006,manuell,120,3er,70000,benzin,bmw,ja
3000,kombi,1998,automatik,150,golf,150000,lpg,volkswagen,nein
8380,kombi,2008,manuell,150,octavia,150000,benzin,Other,nein
6315,limousine,2016,manuell,0,corsa,150000,benzin,opel,nein
1800,limousine,2002,manuell,90,focus,150000,benzin,ford,ja
700,limousine,1992,manuell,90,80,150000,benzin,audi,nein
2490,andere,2004,manuell,75,ibiza,150000,benzin,seat,nein
2200,kombi,2003,manuell,91,andere,150000,diesel,mercedes_benz,ja
2650,coupe,1999,manuell,150,3er,150000,benzin,bmw,nein
30000,limousine,1995,manuell,45,corsa,150000,benzin,opel,ja
58000,cabrio,1988,manuell,231,911,150000,benzin,Other,nein
5650,kombi,2005,manuell,150,3er,150000,diesel,bmw,nein
899,kleinwagen,2001,manuell,58,andere,150000,benzin,Other,nein
650,kleinwagen,2001,manuell,50,arosa,150000,benzin,seat,nein
6500,limousine,2004,manuell,0,c_klasse,150000,benzin,mercedes_benz,nein
4250,limousine,2002,automatik,150,a4,150000,benzin,audi,nein
20499,suv,2007,manuell,405,cayenne,150000,benzin,Other,nein
1599,limousine,1999,manuell,115,civic,150000,benzin,Other,nein
1300,limousine,2016,manuell,125,leon,150000,benzin,seat,ja
599,kleinwagen,1996,manuell,52,polo,150000,benzin,volkswagen,nein
3500,limousine,1999,manuell,204,golf,150000,benzin,volkswagen,nein
2450,limousine,2004,manuell,95,a_klasse,150000,diesel,mercedes_benz,nein
5399,coupe,2005,manuell,200,astra,150000,benzin,opel,nein
950,kleinwagen,2001,manuell,60,fiesta,150000,benzin,ford,nein
10300,limousine,2010,manuell,122,1er,60000,benzin,bmw,nein
2750,kleinwagen,2007,manuell,0,polo,125000,benzin,volkswagen,ja
1400,kombi,1999,manuell,115,mondeo,150000,lpg,ford,nein
7350,kombi,2011,manuell,131,insignia,150000,diesel,opel,nein
3000,limousine,2018,manuell,0,3er,150000,benzin,bmw,nein
3000,suv,2002,manuell,124,golf,125000,benzin,ford,nein
3950,kombi,2004,automatik,170,c_klasse,150000,diesel,mercedes_benz,nein
1500,kombi,2001,automatik,101,passat,150000,diesel,volkswagen,ja
3999,bus,1993,manuell,60,transporter,150000,diesel,volkswagen,nein
29990,coupe,2008,automatik,514,andere,150000,benzin,mercedes_benz,nein
3500,cabrio,2005,manuell,125,tigra,150000,benzin,opel,nein
3200,kombi,2006,manuell,101,focus,125000,benzin,ford,nein
6315,coupe,1992,manuell,150,3er,150000,benzin,bmw,nein
1900,limousine,2001,manuell,95,megane,125000,benzin,renault,nein
699,limousine,2016,manuell,0,focus,150000,benzin,ford,nein
1949,bus,2002,manuell,82,kangoo,150000,diesel,renault,nein
2699,kombi,2004,manuell,136,passat,150000,diesel,volkswagen,nein
14500,bus,2009,manuell,170,andere,90000,diesel,peugeot,nein
33500,limousine,2016,automatik,290,leon,5000,benzin,seat,nein
22450,suv,2012,manuell,163,sportage,40000,benzin,Other,nein
1500,coupe,1991,manuell,75,polo,150000,benzin,volkswagen,nein
3350,kombi,2004,automatik,150,3er,150000,diesel,bmw,nein
1000,kleinwagen,1990,automatik,102,2_reihe,90000,benzin,peugeot,ja
1450,kombi,2000,manuell,150,a6,150000,diesel,audi,nein
650,limousine,1996,manuell,86,mondeo,150000,benzin,ford,nein
14500,limousine,2015,manuell,115,astra,10000,benzin,opel,nein
6315,limousine,2004,manuell,75,golf,100000,benzin,volkswagen,nein
5999,cabrio,1987,manuell,98,golf,150000,benzin,volkswagen,nein
1499,kombi,2005,manuell,0,stilo,150000,diesel,fiat,nein
15750,limousine,2009,automatik,160,superb,40000,benzin,Other,nein
11500,kleinwagen,2014,automatik,75,up,20000,benzin,volkswagen,nein
600,kleinwagen,1994,manuell,45,corsa,100000,benzin,opel,nein
1198,kleinwagen,2002,manuell,75,2_reihe,150000,benzin,peugeot,nein
1480,limousine,1993,manuell,133,80,150000,benzin,audi,ja
2700,kombi,2005,manuell,129,sprinter,150000,diesel,mercedes_benz,nein
6900,bus,2006,manuell,140,s_max,150000,diesel,ford,nein
9200,limousine,2005,automatik,367,7er,150000,benzin,bmw,ja
6315,limousine,2016,manuell,0,golf,150000,benzin,volkswagen,nein
13900,kombi,2013,manuell,135,ceed,50000,benzin,Other,nein
2350,limousine,1999,manuell,101,bora,125000,benzin,volkswagen,nein
6315,limousine,1995,manuell,136,omega,150000,benzin,opel,nein
2600,kombi,2006,automatik,109,focus,150000,diesel,ford,nein
4999,kombi,2005,manuell,105,passat,150000,diesel,volkswagen,nein
10100,suv,2008,automatik,239,touareg,100000,diesel,volkswagen,nein
6950,limousine,2005,manuell,140,a4,150000,diesel,audi,nein
1300,limousine,2001,manuell,84,astra,100000,benzin,opel,ja
3900,limousine,2005,automatik,177,5er,150000,diesel,bmw,ja
12000,limousine,2009,manuell,0,kuga,125000,diesel,ford,nein
16799,kleinwagen,2012,manuell,111,cooper,50000,diesel,Other,nein
1500,bus,2004,manuell,0,zafira,150000,benzin,opel,nein
1890,bus,2000,manuell,88,transporter,150000,diesel,volkswagen,nein
2800,kleinwagen,1982,manuell,28,andere,70000,benzin,Other,nein
15999,limousine,2008,manuell,143,a4,80000,diesel,audi,nein
6315,kombi,1999,manuell,0,focus,150000,benzin,ford,nein
6315,kleinwagen,2001,manuell,60,punto,150000,benzin,fiat,nein
3000,limousine,1980,manuell,0,80,150000,benzin,audi,nein
8450,kombi,2004,automatik,150,c_klasse,125000,diesel,mercedes_benz,nein
1000,kombi,2000,manuell,95,polo,150000,diesel,volkswagen,ja
2200,kombi,2001,manuell,192,5er,150000,benzin,bmw,ja
6315,kleinwagen,2000,manuell,50,golf,150000,benzin,Other,nein
15500,limousine,2010,automatik,143,1er,90000,diesel,bmw,nein
6315,kombi,1997,manuell,0,golf,150000,benzin,Other,nein
14000,limousine,2007,automatik,163,3er,150000,diesel,bmw,nein
1300,limousine,2017,manuell,101,focus,150000,benzin,ford,nein
6790,limousine,2010,manuell,86,corsa,60000,benzin,opel,nein
21890,cabrio,2011,automatik,184,3er,150000,diesel,bmw,nein
12200,suv,2008,automatik,286,x_reihe,100000,diesel,bmw,nein
5500,limousine,2004,manuell,102,golf,150000,benzin,volkswagen,nein
1000,limousine,1997,automatik,101,vectra,150000,benzin,opel,nein
1999,cabrio,2000,automatik,54,fortwo,150000,benzin,Other,nein
700,kleinwagen,2000,manuell,60,polo,150000,benzin,volkswagen,nein
799,kleinwagen,1997,manuell,54,twingo,150000,benzin,renault,nein
650,kleinwagen,2004,manuell,63,golf,125000,benzin,Other,nein
9350,bus,2007,manuell,109,b_klasse,70000,diesel,mercedes_benz,nein
11999,limousine,2009,automatik,143,3er,150000,benzin,bmw,nein
1400,limousine,2016,automatik,0,a6,150000,diesel,audi,nein
4400,kleinwagen,2007,manuell,69,fiesta,30000,benzin,ford,nein
2590,kleinwagen,2005,manuell,69,fiesta,100000,benzin,ford,nein
2800,limousine,2002,automatik,191,5er,150000,lpg,bmw,nein
48500,cabrio,1995,manuell,273,andere,125000,benzin,Other,nein
1699,limousine,2003,manuell,150,147,150000,benzin,Other,nein
8399,kleinwagen,2008,manuell,122,golf,80000,benzin,volkswagen,nein
11990,kombi,2010,manuell,160,a4,150000,benzin,audi,nein
2200,limousine,2016,manuell,0,2_reihe,100000,benzin,peugeot,nein
3499,suv,2002,manuell,114,andere,150000,benzin,Other,nein
3300,limousine,2016,manuell,0,golf,5000,diesel,volkswagen,nein
9800,limousine,2007,manuell,122,3er,150000,diesel,bmw,nein
4700,kombi,2004,manuell,131,passat,150000,diesel,volkswagen,nein
750,kleinwagen,2000,manuell,60,golf,150000,benzin,ford,nein
9000,cabrio,2002,automatik,220,a4,80000,benzin,audi,nein
1999,kleinwagen,2003,manuell,75,golf,150000,benzin,volkswagen,nein
7500,limousine,2000,manuell,235,3er,150000,benzin,bmw,nein
1650,kleinwagen,1991,manuell,0,golf,5000,benzin,fiat,nein
15495,limousine,2011,manuell,117,qashqai,40000,benzin,Other,nein
8980,kombi,2006,automatik,163,3er,150000,diesel,bmw,nein
37000,coupe,2012,automatik,306,c_klasse,50000,benzin,mercedes_benz,nein
21998,limousine,2014,automatik,140,golf,30000,benzin,volkswagen,nein
2750,kombi,2004,manuell,0,touran,150000,diesel,volkswagen,nein
10900,bus,2002,manuell,151,transporter,150000,diesel,volkswagen,nein
3499,kombi,2003,manuell,143,3er,150000,benzin,bmw,nein
550,limousine,2017,manuell,60,polo,150000,benzin,volkswagen,nein
799,limousine,1995,automatik,0,c_klasse,125000,benzin,mercedes_benz,nein
1250,limousine,2000,manuell,0,3_reihe,150000,benzin,Other,nein
1750,kombi,2001,manuell,170,3er,150000,benzin,bmw,nein
37900,cabrio,2006,automatik,510,clk,150000,benzin,mercedes_benz,nein
6400,kleinwagen,2007,manuell,174,2_reihe,125000,benzin,peugeot,nein
3000,kombi,2002,automatik,218,omega,150000,benzin,opel,nein
1450,kleinwagen,1974,manuell,18,500,20000,benzin,fiat,nein
4700,kleinwagen,2006,manuell,80,corsa,125000,benzin,opel,nein
4900,bus,2003,manuell,101,touran,150000,diesel,volkswagen,nein
7490,limousine,2010,manuell,101,focus,60000,benzin,ford,nein
899,kombi,2000,manuell,107,laguna,150000,benzin,renault,nein
1950,kleinwagen,2001,manuell,60,golf,150000,benzin,volkswagen,nein
