,index,dateCrawled,name,seller,offerType,price,abtest,vehicleType,yearOfRegistration,gearbox,powerPS,model,kilometer,monthOfRegistration,fuelType,brand,notRepairedDamage,dateCreated,nrOfPictures,postalCode,lastSeen
52488,52488,2016-04-01 17:41:01,BMW_E36_Touring_2_Jahre_Tuev!!!,privat,Angebot,1350,test,kombi,1998,manuell,102,3er,150000,10,benzin,bmw,nein,2016-04-01 00:00:00,0,27628,2016-04-05 12:47:08
205550,205550,2016-03-17 20:57:12,Volkswagen_Golf_Variant_1.9_TDI_Edition_//_TÜV_NEU,privat,Angebot,2199,control,kombi,2000,manuell,101,golf,150000,11,diesel,volkswagen,nein,2016-03-17 00:00:00,0,2708,2016-04-01 14:17:20
357542,357542,2016-03-08 09:50:12,Kia_Carnival,privat,Angebot,1750,control,bus,2002,automatik,0,carnival,150000,7,diesel,kia,nein,2016-03-08 00:00:00,0,28259,2016-03-28 19:18:08
347224,347224,2016-03-12 21:51:01,Lancia_fiat,privat,Angebot,799,control,kleinwagen,1996,manuell,60,andere,90000,2,benzin,lancia,nein,2016-03-12 00:00:00,0,65520,2016-03-14 12:29:59
99685,99685,2016-03-20 11:57:27,Renault_Espace_IV__2.2_DCI,privat,Angebot,999,test,bus,2003,manuell,150,espace,150000,3,diesel,renault,ja,2016-03-20 00:00:00,0,26169,2016-03-20 11:57:27
230433,230433,2016-03-16 20:54:17,Volkswagen_t3_Kastenwagen,privat,Angebot,1750,control,kombi,1986,manuell,0,transporter,5000,7,diesel,volkswagen,nein,2016-03-16 00:00:00,0,41236,2016-03-16 20:54:17
180416,180416,2016-03-12 00:50:06,Fiat_punto,privat,Angebot,550,test,kleinwagen,1999,manuell,55,punto,150000,6,benzin,fiat,nein,2016-03-11 00:00:00,0,72070,2016-03-12 21:15:27
109942,109942,2016-04-01 20:57:57,Ford_Mondeo_TDCI_Ghia_im_gepflegten_Zustand_***Lohnt_sich_****,privat,Angebot,1750,test,kombi,2003,manuell,131,mondeo,150000,6,diesel,ford,nein,2016-04-01 00:00:00,0,67067,2016-04-01 20:57:57
181667,181667,2016-03-08 21:48:41,Erbstueck_und_echtes_Schmuckstueck,privat,Angebot,2100,control,cabrio,1991,manuell,105,escort,150000,8,benzin,ford,ja,2016-03-08 00:00:00,0,25348,2016-04-02 06:44:45
232186,232186,2016-03-18 20:06:21,VW_Golf_III_1.8_Cabrio_TÜV/AU_Service_NEU,privat,Angebot,1500,test,cabrio,1993,manuell,75,golf,150000,4,benzin,volkswagen,nein,2016-03-18 00:00:00,0,56410,2016-03-19 12:26:37
217225,217225,2016-03-27 20:25:23,Honda_S_2000_mit_OEM_Hardtop_und_Zubehoer,privat,Angebot,16900,control,cabrio,2006,manuell,241,andere,80000,9,benzin,honda,nein,2016-03-27 00:00:00,0,65795,2016-04-06 01:15:32
20810,20810,2016-03-19 20:46:08,VW_LT_/Transporter/_klein_LKW/_Bus,privat,Angebot,4999,control,bus,1999,manuell,75,transporter,150000,3,diesel,volkswagen,nein,2016-03-19 00:00:00,0,23564,2016-04-07 08:45:34
300736,300736,2016-03-21 20:42:40,VW_T4_Multivan,privat,Angebot,1800,control,bus,1994,manuell,68,transporter,150000,11,diesel,volkswagen,nein,2016-03-21 00:00:00,0,52396,2016-03-21 20:42:40
331417,331417,2016-04-04 20:52:35,Opel_Astra_Caravan_mit_Lackschaeden,privat,Angebot,650,control,kombi,1997,manuell,75,astra,150000,10,benzin,opel,ja,2016-04-04 00:00:00,0,13503,2016-04-04 20:52:35
56313,56313,2016-03-23 10:50:24,FRÜHLINGSERWACHEN:_BMW_318_Ci_Cabrio__Automatik__Klimaautom.,privat,Angebot,8200,control,cabrio,2005,automatik,0,3er,150000,7,benzin,bmw,nein,2016-03-23 00:00:00,0,81545,2016-03-29 03:44:52
150255,150255,2016-03-13 12:46:38,Opel_Opel_Mokka_1.6CDTI_Innovation_/_Anhaengerkupplung,privat,Angebot,20999,test,suv,2015,manuell,136,andere,20000,5,diesel,opel,nein,2016-03-13 00:00:00,0,55239,2016-04-06 15:17:45
231432,231432,2016-04-02 08:53:41,Fiat_Punto.mit_tuev.._Unfalfrei_Garagenwagen..._orginal_km_124000,privat,Angebot,2100,control,kleinwagen,1996,manuell,75,punto,125000,11,benzin,fiat,nein,2016-04-02 00:00:00,0,53840,2016-04-04 05:52:37
212763,212763,2016-04-02 02:37:13,Volkswagen_Golf_Variant_1.6_Edition,privat,Angebot,1000,control,kombi,2000,manuell,105,golf,150000,3,benzin,volkswagen,nein,2016-04-02 00:00:00,0,45327,2016-04-02 08:46:59
100052,100052,2016-03-19 17:56:55,Audi_V8_3_6l_PT_Quattro_bald_H_Kennzeichen__2019_,privat,Angebot,1850,control,limousine,1989,automatik,250,100,150000,11,benzin,audi,ja,2016-03-19 00:00:00,0,89614,2016-03-24 14:15:29
371350,371350,2016-03-16 14:44:47,Smart_FORFOUR_BRABUS___HÖCHSTE_AUSTATTUNG,privat,Angebot,6700,test,kleinwagen,2005,manuell,177,forfour,125000,6,benzin,smart,nein,2016-03-16 00:00:00,0,14513,2016-04-06 13:17:18
138621,138621,2016-03-21 21:37:59,Jeep_Cherokee_Chief_oldtimer,privat,Angebot,14990,control,suv,1978,automatik,0,cherokee,70000,3,benzin,jeep,nein,2016-03-21 00:00:00,0,53111,2016-04-07 01:17:19
7773,7773,2016-03-09 17:50:25,Renault_Top_Twingo__Servo/_Zentralverrigelung/Faltdach/HU/12/2016,privat,Angebot,999,test,kleinwagen,2000,manuell,58,twingo,150000,3,benzin,renault,nein,2016-03-09 00:00:00,0,44866,2016-03-12 03:17:33
326426,326426,2016-03-10 01:56:09,BMW_120d_DPF__E81__TOP!,privat,Angebot,9999,test,limousine,2008,manuell,177,1er,100000,3,diesel,bmw,nein,2016-03-09 00:00:00,0,52146,2016-03-19 05:17:57
53206,53206,2016-03-29 06:59:50,Audi_A6_2_5_tdi,privat,Angebot,2000,test,limousine,1998,automatik,150,a6,150000,0,diesel,audi,nein,2016-03-29 00:00:00,0,72516,2016-04-05 16:46:52
233873,233873,2016-04-05 11:55:50,Alfa_Romeo_147_1.6,privat,Angebot,3300,test,limousine,2017,manuell,0,147,70000,0,benzin,alfa_romeo,nein,2016-04-05 00:00:00,0,42349,2016-04-05 12:40:48
162688,162688,2016-03-20 20:43:45,Mercedes_Benz_B_180_BlueEFFICIENCY_Edition_1,privat,Angebot,16300,test,bus,2012,manuell,122,b_klasse,50000,7,benzin,mercedes_benz,nein,2016-03-20 00:00:00,0,27607,2016-03-30 14:19:24
339229,339229,2016-03-16 23:06:20,Peugeot_207_95_VTi,privat,Angebot,3200,control,kleinwagen,2007,manuell,95,2_reihe,125000,9,benzin,peugeot,nein,2016-03-16 00:00:00,0,55471,2016-03-22 10:46:53
327663,327663,2016-03-31 08:54:30,Subaru_Legacy_2_5l_LPG,privat,Angebot,5799,control,limousine,2018,automatik,0,legacy,150000,0,lpg,subaru,nein,2016-03-31 00:00:00,0,13591,2016-04-06 03:15:44
274971,274971,2016-03-20 12:46:24,Opel_Corsa_C_sport,privat,Angebot,850,test,kleinwagen,2003,manuell,91,corsa,150000,3,benzin,opel,nein,2016-03-20 00:00:00,0,99817,2016-03-20 12:46:24
148758,148758,2016-03-05 14:49:36,Renault_Laguna_Grandtour_2.0_16V_Concorde,privat,Angebot,500,control,kombi,2000,manuell,139,laguna,150000,3,benzin,renault,nein,2016-03-05 00:00:00,0,1936,2016-03-15 23:45:42
296257,296257,2016-03-26 13:39:17,Fiat_500_Sport_in_weiss_Klima_Leder_Alu_Servo_Zentral,privat,Angebot,6499,control,kleinwagen,2010,manuell,69,500,80000,5,benzin,fiat,nein,2016-03-26 00:00:00,0,33829,2016-03-29 15:45:19
183809,183809,2016-03-20 20:52:39,Mercedes_Benz_E_220_CDI_Automatik_Elegance_1_HAND_NAVI_XENON,privat,Angebot,12290,test,limousine,2008,automatik,170,e_klasse,125000,8,diesel,mercedes_benz,nein,2016-03-20 00:00:00,0,10319,2016-03-30 15:17:24
14366,14366,2016-03-31 15:57:11,Audi_a4_2.5_163_ps,privat,Angebot,3250,control,kombi,2004,automatik,163,a4,150000,10,diesel,audi,nein,2016-03-31 00:00:00,0,33334,2016-04-06 09:44:33
307025,307025,2016-03-28 14:49:08,1.6_ASTRA_TÜV_12/2017,privat,Angebot,1850,test,limousine,1999,manuell,101,astra,150000,10,benzin,opel,nein,2016-03-28 00:00:00,0,71665,2016-03-31 23:16:42
176862,176862,2016-03-29 10:59:11,Honda_Jazz_1.4,privat,Angebot,4100,control,kleinwagen,2003,manuell,83,jazz,70000,5,benzin,honda,nein,2016-03-29 00:00:00,0,13347,2016-04-05 19:46:44
229183,229183,2016-03-24 16:48:54,Karmann_Ghia_cabrio_made_by_Rudolph,privat,Angebot,5250,control,cabrio,1981,manuell,0,kaefer,60000,0,benzin,volkswagen,nein,2016-03-24 00:00:00,0,41334,2016-04-07 09:17:18
297370,297370,2016-03-05 17:59:02,Verkaufe_Opel_Astra_F_no_gsi_opc_turbo_gti_vw_s6_s3_quattro_BMW_,privat,Angebot,600,test,limousine,2016,manuell,60,astra,150000,0,benzin,opel,nein,2016-03-05 00:00:00,0,17321,2016-03-12 20:48:31
276673,276673,2016-04-02 09:53:13,Opel_Astra_G_Kombi,privat,Angebot,2500,control,kombi,1999,automatik,115,astra,150000,4,benzin,opel,nein,2016-04-02 00:00:00,0,12685,2016-04-06 07:44:44
343939,343939,2016-03-11 18:37:25,Volkswagen_Polo_1.2_TSI_Sportline,privat,Angebot,5500,test,kleinwagen,2011,manuell,105,polo,60000,3,benzin,volkswagen,ja,2016-03-11 00:00:00,0,58119,2016-03-20 03:45:58
243653,243653,2016-03-19 18:45:40,Nissan__micra_keine_10000_km,privat,Angebot,5100,test,kleinwagen,2010,manuell,65,micra,10000,0,benzin,nissan,ja,2016-03-19 00:00:00,0,53123,2016-03-22 00:44:46
107978,107978,2016-03-08 13:49:35,BMW_e46_320d_Automatik_Gruene_Plakette_M_Paket,privat,Angebot,3900,control,limousine,2000,automatik,136,3er,150000,10,diesel,bmw,nein,2016-03-08 00:00:00,0,68161,2016-03-12 08:17:17
168074,168074,2016-03-31 20:51:05,BMW_523_i,privat,Angebot,7500,test,limousine,2017,automatik,177,5er,150000,4,benzin,bmw,nein,2016-03-31 00:00:00,0,82515,2016-04-02 16:47:15
208739,208739,2016-03-19 11:47:26,Suzuki_Grand_Vitara_1.9_DDiS_Comfort,privat,Angebot,23200,test,suv,2013,manuell,129,grand,40000,12,diesel,suzuki,nein,2016-03-19 00:00:00,0,98711,2016-04-06 14:17:02
267264,267264,2016-03-10 19:41:06,Fiat_Punto_1.2_TÜV_NEU,privat,Angebot,790,control,kleinwagen,2002,manuell,60,punto,150000,9,benzin,fiat,nein,2016-03-10 00:00:00,0,30419,2016-03-11 07:45:35
256795,256795,2016-03-23 18:51:09,BMW_320,privat,Angebot,9999,test,cabrio,2005,manuell,150,3er,150000,10,diesel,bmw,nein,2016-03-23 00:00:00,0,58644,2016-04-05 23:45:46
158584,158584,2016-03-09 12:06:25,Renault_Grand_Modus_BJ_2008,privat,Angebot,3700,test,limousine,2008,manuell,75,modus,125000,4,benzin,renault,nein,2016-03-09 00:00:00,0,65428,2016-04-04 21:46:12
103741,103741,2016-03-22 16:50:41,Renault_Clio_Bj_2000_mit_2_Jahren_Tuev,privat,Angebot,600,test,limousine,2000,manuell,60,clio,150000,0,benzin,renault,nein,2016-03-22 00:00:00,0,58840,2016-04-04 06:47:24
248893,248893,2016-03-25 20:47:51,Ford_Focus_C_Max,privat,Angebot,3150,control,kombi,2004,manuell,125,c_max,150000,1,benzin,ford,nein,2016-03-25 00:00:00,0,78658,2016-04-01 06:44:30
344026,344026,2016-03-24 16:46:57,Kia_Rio_Platinum_Edition,privat,Angebot,18500,control,kleinwagen,2016,manuell,90,rio,5000,3,diesel,kia,nein,2016-03-24 00:00:00,0,31177,2016-04-07 09:16:43
49010,49010,2016-04-03 04:02:01,VW_Touran_2.0_TDI_Highline_Blau_BJ.2004_136PS_6_Gang_Sitzhzg_AHK,privat,Angebot,5000,test,kombi,2004,manuell,136,touran,150000,2,diesel,volkswagen,nein,2016-04-03 00:00:00,0,79650,2016-04-07 10:16:29
109305,109305,2016-03-28 18:54:01,Peugeot_1007,privat,Angebot,3690,control,kombi,2006,manuell,73,1_reihe,80000,1,benzin,peugeot,nein,2016-03-28 00:00:00,0,47198,2016-03-30 10:45:30
241984,241984,2016-03-20 10:57:20,VW_Touran_Highline__schwarz_diesel__mit_vielen_EXTRAS,privat,Angebot,4980,control,bus,2005,manuell,140,touran,150000,5,diesel,volkswagen,nein,2016-03-20 00:00:00,0,74535,2016-04-06 07:45:59
261910,261910,2016-03-27 15:41:52,Porsche_Turbo_Cabrio_Carbon_Paket__PCCB__Vollausstattung,privat,Angebot,73996,control,cabrio,2004,manuell,420,911,125000,10,benzin,porsche,nein,2016-03-26 00:00:00,0,61440,2016-04-06 20:15:34
72377,72377,2016-03-26 10:51:43,hallo_verkaufe_mein_bmw_316i_e36_als_Bastelfahrzeug_tuev_faellig,privat,Angebot,800,test,limousine,1996,manuell,102,3er,150000,10,benzin,bmw,ja,2016-03-26 00:00:00,0,23611,2016-04-01 23:47:35
190881,190881,2016-03-26 16:54:30,Ford_Fiesta_1.4_Viva__Zaehnr.__Wasserp__Kupplung_neu_,privat,Angebot,4990,control,kleinwagen,2004,manuell,80,fiesta,125000,5,benzin,ford,nein,2016-03-26 00:00:00,0,41366,2016-03-26 16:54:30
110633,110633,2016-03-13 11:41:50,Mercedes_Benz_A_180_CDI_Classic,privat,Angebot,4500,control,limousine,2005,manuell,109,a_klasse,125000,4,diesel,mercedes_benz,nein,2016-03-13 00:00:00,0,1609,2016-03-13 11:41:50
208513,208513,2016-03-11 13:46:12,Peugeot_206_gruene_Plakette,privat,Angebot,1700,test,kombi,2002,manuell,116,2_reihe,150000,7,diesel,peugeot,nein,2016-03-11 00:00:00,0,41539,2016-03-12 17:46:58
181407,181407,2016-04-03 16:47:32,Renault_Twingo_/_Faltdach_TÜV_NEU,privat,Angebot,749,control,kleinwagen,1997,manuell,53,twingo,30000,5,benzin,renault,nein,2016-04-03 00:00:00,0,28779,2016-04-05 16:45:36
311201,311201,2016-04-01 16:54:01,Renault_Twingo_1.2_Liberty,privat,Angebot,1350,control,limousine,2002,manuell,58,twingo,150000,4,benzin,renault,nein,2016-04-01 00:00:00,0,66482,2016-04-05 12:17:39
244777,244777,2016-03-29 03:02:25,Volkswagen_Polo_1.4_Comfortline_8fach_bereift,privat,Angebot,4999,test,kleinwagen,2006,manuell,75,polo,60000,1,benzin,volkswagen,nein,2016-03-29 00:00:00,0,10827,2016-04-05 17:44:43
181375,181375,2016-03-31 16:54:59,Super_Raumwunder_Ford_Mondeo_3,privat,Angebot,1700,control,kombi,2002,manuell,145,mondeo,150000,12,benzin,ford,nein,2016-03-31 00:00:00,0,24819,2016-04-04 09:47:35
157009,157009,2016-03-08 22:56:41,MINI_Mini_Cooper_S,privat,Angebot,8999,test,kleinwagen,2007,manuell,174,cooper,80000,9,benzin,mini,nein,2016-03-08 00:00:00,0,58636,2016-04-06 08:15:46
350791,350791,2016-03-28 13:41:59,Opel_Corsa_1_2_l__ECO__Edition_2000,privat,Angebot,1250,test,kleinwagen,2000,manuell,65,corsa,150000,5,benzin,opel,nein,2016-03-28 00:00:00,0,95326,2016-04-06 16:46:42
58387,58387,2016-03-09 12:48:16,BMW_320i_Aut.,privat,Angebot,7500,control,limousine,2005,automatik,150,3er,125000,4,benzin,bmw,nein,2016-03-09 00:00:00,0,34626,2016-03-09 12:48:16
110873,110873,2016-03-10 15:48:15,Mercedes_Benz_A_140,privat,Angebot,950,test,limousine,1999,manuell,82,a_klasse,125000,3,benzin,mercedes_benz,nein,2016-03-10 00:00:00,0,70569,2016-03-10 15:48:15
295084,295084,2016-03-11 10:54:37,Kia_carneval,privat,Angebot,690,test,bus,2002,manuell,144,carnival,150000,10,diesel,kia,ja,2016-03-11 00:00:00,0,33729,2016-03-12 14:45:15
93735,93735,2016-03-27 15:56:59,BMW_118i_Cabrio__Top__Scheckheft_gepflegt,privat,Angebot,11990,control,cabrio,2009,manuell,143,1er,125000,2,benzin,bmw,nein,2016-03-27 00:00:00,0,33775,2016-04-05 11:47:38
186538,186538,2016-03-09 20:59:21,Ford_Focus_1.6_Turnier_Futura_EURO4,privat,Angebot,880,test,kombi,2004,manuell,101,focus,150000,4,benzin,ford,nein,2016-03-09 00:00:00,0,51503,2016-03-17 03:47:06
50028,50028,2016-03-07 21:37:18,VW_Passat_3bg_Diesel,privat,Angebot,5400,control,kombi,2003,manuell,131,passat,150000,12,diesel,volkswagen,nein,2016-03-07 00:00:00,0,28199,2016-03-15 16:44:35
238443,238443,2016-03-26 16:56:06,Renault_Clio_1.2_16V_Chiemsee,privat,Angebot,1250,control,kleinwagen,2003,manuell,75,clio,150000,7,benzin,renault,nein,2016-03-26 00:00:00,0,46399,2016-04-06 05:44:31
85722,85722,2016-03-15 19:54:55,Opel_Astra_F_Stufenheck,privat,Angebot,1200,control,limousine,1997,manuell,75,astra,150000,7,benzin,opel,nein,2016-03-15 00:00:00,0,41334,2016-03-23 02:17:16
28832,28832,2016-03-08 13:47:18,Chrysler_Grand_Voyager_2.8_CRD_Automatik_Comfort,privat,Angebot,8200,control,bus,2007,automatik,150,grand,150000,12,diesel,chrysler,nein,2016-03-08 00:00:00,0,87779,2016-03-18 02:16:18
158048,158048,2016-03-12 10:54:16,MIni_One__schwarz__55KW__SALT__Klima__Sitzheizung__Lederlenkrad,privat,Angebot,10250,control,kleinwagen,2012,manuell,75,one,30000,12,benzin,mini,nein,2016-03-12 00:00:00,0,66386,2016-04-06 04:15:25
213842,213842,2016-03-16 17:52:12,Golf_4_TDI_1_9_Technisch_in_einem_sehr_guten_Zustand,privat,Angebot,3000,control,kleinwagen,2000,automatik,90,golf,150000,9,diesel,volkswagen,nein,2016-03-16 00:00:00,0,12045,2016-04-07 00:45:29
157641,157641,2016-03-15 17:52:54,Audi_A4_Cabriolet_1.8_T,privat,Angebot,15000,control,cabrio,2009,manuell,163,a4,125000,1,benzin,audi,nein,2016-03-15 00:00:00,0,30982,2016-04-06 16:45:14
318399,318399,2016-04-04 14:49:15,BMW_X3_3.0d_Aut.,privat,Angebot,10750,test,limousine,2005,automatik,218,x_reihe,150000,10,diesel,bmw,nein,2016-04-04 00:00:00,0,44649,2016-04-06 16:17:21
82672,82672,2016-03-25 11:39:52,Honda_Civic_Type_R_EP3_original_36_tKm!,privat,Angebot,13000,test,limousine,2002,manuell,200,civic,40000,1,benzin,honda,nein,2016-03-25 00:00:00,0,46149,2016-04-06 11:45:31
257423,257423,2016-03-29 13:53:36,Nissan_Sunny_N14,privat,Angebot,1200,control,kleinwagen,1993,manuell,75,andere,100000,8,benzin,nissan,nein,2016-03-29 00:00:00,0,53340,2016-04-05 23:47:08
123176,123176,2016-03-10 14:48:32,Opel_Corsa_1.2_16V,privat,Angebot,1900,test,kleinwagen,2004,manuell,75,corsa,150000,4,benzin,opel,nein,2016-03-10 00:00:00,0,49134,2016-04-07 13:16:43
269178,269178,2016-03-27 11:37:54,Nissan_Qashqai_1.6_acenta,privat,Angebot,12150,test,suv,2011,manuell,117,qashqai,80000,11,benzin,nissan,nein,2016-03-27 00:00:00,0,24145,2016-04-07 06:44:27
287863,287863,2016-03-17 17:45:33,Suzuki_Swift_Kleinwagen,privat,Angebot,600,control,kleinwagen,2001,manuell,53,swift,80000,9,benzin,suzuki,nein,2016-03-17 00:00:00,0,84030,2016-03-19 17:21:35
84114,84114,2016-03-22 08:57:13,"Seat_Exeo_ST_2_0_TDI_Sport___Bi_Xenon___18""LM___Sitzheizung",privat,Angebot,8999,control,kombi,2010,manuell,143,exeo,150000,8,diesel,seat,nein,2016-03-22 00:00:00,0,21272,2016-03-29 11:17:09
67764,67764,2016-04-02 20:38:34,Skoda_Octavia_Combi_2.0_FSI_Elegance,privat,Angebot,5490,test,kombi,2005,manuell,150,octavia,150000,9,benzin,skoda,nein,2016-04-02 00:00:00,0,63637,2016-04-06 20:47:19
262798,262798,2016-03-30 23:44:26,Mercedes_C200_Kompressor_TÜV_Neu,privat,Angebot,2390,control,kombi,2002,manuell,0,c_klasse,150000,5,benzin,mercedes_benz,nein,2016-03-30 00:00:00,0,26123,2016-04-05 14:18:33
168263,168263,2016-03-22 07:53:00,VOLKSWAGEN_POLO_9N_mit_NEU_TUV._<<<KLEIN_WAGEN>>>>>>,privat,Angebot,2190,control,kleinwagen,2002,manuell,64,polo,150000,6,benzin,volkswagen,nein,2016-03-22 00:00:00,0,25436,2016-03-23 16:47:14
350805,350805,2016-03-07 09:32:13,Seat_1.8_20V,privat,Angebot,3555,test,limousine,2003,manuell,125,leon,150000,1,benzin,seat,nein,2016-03-07 00:00:00,0,56290,2016-03-15 13:15:47
219415,219415,2016-03-27 20:55:52,Renault_Megane_zu_verkaufen!!_100027_km_gelaufen,privat,Angebot,1200,control,limousine,2017,manuell,75,megane,125000,5,benzin,renault,nein,2016-03-27 00:00:00,0,47608,2016-04-05 20:17:32
295842,295842,2016-03-17 23:40:13,Opel_Corsa_B_TÜV_08/17_Sportfahrwerk,privat,Angebot,699,control,kleinwagen,1999,manuell,55,corsa,150000,9,benzin,opel,nein,2016-03-17 00:00:00,0,22111,2016-03-21 02:18:04
283812,283812,2016-03-24 14:58:53,Opel_Corsa_B_1_0_L_er_wurde_heute_vorgefuehrt_und_bekamm_2_Jahre_n,privat,Angebot,799,test,kleinwagen,1998,manuell,55,corsa,150000,12,benzin,opel,nein,2016-03-24 00:00:00,0,47574,2016-03-24 14:58:53
296386,296386,2016-04-02 18:53:38,TOP_Golf_4_Generation_zu_verkaufen,privat,Angebot,1850,control,limousine,2000,manuell,105,golf,150000,5,benzin,volkswagen,nein,2016-04-02 00:00:00,0,23562,2016-04-02 19:42:16
147577,147577,2016-03-25 13:38:00,Seat_Ibiza_Stella_TÜV_bis_12/2017,privat,Angebot,2900,test,limousine,2017,manuell,0,ibiza,90000,11,benzin,seat,nein,2016-03-25 00:00:00,0,26603,2016-03-28 12:45:38
137242,137242,2016-03-21 01:59:12,Mercedes_Benz_A_Klasse_180_CDI_mit_Garantie.__2010_Baujahr,privat,Angebot,8650,test,limousine,2010,manuell,109,a_klasse,125000,10,diesel,mercedes_benz,nein,2016-03-21 00:00:00,0,72555,2016-04-06 00:17:46
63263,63263,2016-03-24 16:38:37,Volkswagen_Golf_2.0_GTI,privat,Angebot,7500,control,limousine,2007,manuell,200,golf,150000,10,benzin,volkswagen,nein,2016-03-24 00:00:00,0,79713,2016-04-05 06:16:09
260979,260979,2016-03-28 21:57:23,Corsa_B_1.0_12V__TÜV_fast_neu,privat,Angebot,600,control,kleinwagen,1999,manuell,54,corsa,150000,0,benzin,opel,nein,2016-03-28 00:00:00,0,85298,2016-04-07 04:45:37
306366,306366,2016-03-10 12:48:06,Fiat_Ducato_Diesel_2_Liter,privat,Angebot,4300,test,bus,2010,manuell,0,ducato,150000,0,diesel,fiat,nein,2016-03-10 00:00:00,0,47803,2016-03-10 12:48:06
194187,194187,2016-03-08 12:57:18,Ford_Mondeo_Turnier_1.8,privat,Angebot,2900,test,kombi,2004,manuell,125,mondeo,150000,11,benzin,ford,nein,2016-03-08 00:00:00,0,78664,2016-04-05 16:44:44
311508,311508,2016-03-07 16:51:31,Ford_Focus_1.6_Tuev_10/2017_Klima_CD_Radio,privat,Angebot,1000,control,limousine,2000,manuell,101,focus,150000,10,benzin,ford,nein,2016-03-07 00:00:00,0,6116,2016-03-10 07:47:00
206357,206357,2016-03-09 17:43:27,Renault_Megane_2.0_Coupe_Cabriolet_Aut.,privat,Angebot,5795,test,cabrio,2005,automatik,135,megane,100000,6,benzin,renault,nein,2016-03-09 00:00:00,0,30826,2016-03-16 21:16:57
164206,164206,2016-03-14 20:48:29,Opel_Corsa_D_5_Tuerer_Tuev_neu_03/2018,privat,Angebot,4450,test,limousine,2018,manuell,90,corsa,125000,4,benzin,opel,nein,2016-03-14 00:00:00,0,53783,2016-04-06 04:15:34
156089,156089,2016-04-03 16:39:36,Smart_smart_fortwo_coupe_pulse,privat,Angebot,3420,control,kleinwagen,2006,manuell,61,fortwo,150000,1,benzin,smart,nein,2016-04-03 00:00:00,0,79100,2016-04-05 15:46:10
108517,108517,2016-04-01 14:53:41,Renault_Megane_V16,privat,Angebot,3100,test,limousine,2005,manuell,75,megane,5000,10,benzin,renault,nein,2016-04-01 00:00:00,0,44147,2016-04-07 12:46:24
156126,156126,2016-03-25 22:52:51,Mercedes_Benz_C_180_T,privat,Angebot,1400,control,kombi,1998,manuell,122,c_klasse,150000,2,benzin,mercedes_benz,nein,2016-03-25 00:00:00,0,10625,2016-04-07 11:46:59
176055,176055,2016-03-07 00:37:03,Peugeot_307,privat,Angebot,3500,test,kleinwagen,2005,manuell,105,3_reihe,100000,11,benzin,peugeot,nein,2016-03-07 00:00:00,0,45478,2016-03-12 18:45:35
57915,57915,2016-04-03 22:50:41,Peugeot_407_SW_160_Platinum__LPG,privat,Angebot,3950,control,kombi,2005,manuell,158,4_reihe,150000,2,lpg,peugeot,nein,2016-04-03 00:00:00,0,37081,2016-04-06 00:16:05
249909,249909,2016-03-21 08:58:40,Audi_A5_2.0_TFSI_Sportback_quattro_*TÜV_NEU*,privat,Angebot,19900,control,coupe,2010,manuell,211,a5,125000,12,benzin,audi,nein,2016-03-21 00:00:00,0,51491,2016-04-06 02:44:43
321823,321823,2016-03-29 12:36:45,A_170_Klima_Schekheftgepflegt,privat,Angebot,1700,test,limousine,2016,manuell,0,a_klasse,150000,12,benzin,mercedes_benz,nein,2016-03-29 00:00:00,0,12051,2016-03-29 12:36:45
67783,67783,2016-03-24 14:55:23,A4_Avant_3.0TDI_DPF_quat._Aut._S_Line_Navi_Bi_Xen,privat,Angebot,9500,test,kombi,2011,automatik,310,a4,80000,4,diesel,audi,nein,2016-03-24 00:00:00,0,10115,2016-03-24 14:55:23
245355,245355,2016-03-28 14:25:41,XC_90_D5_SPORT_DYNAUDIO_7_SITZE_1.HAND_S_HEFT,privat,Angebot,8000,test,suv,2008,automatik,185,xc_reihe,90000,1,diesel,volvo,nein,2016-03-28 00:00:00,0,60311,2016-03-28 16:09:35
208167,208167,2016-03-19 14:36:45,Seat_Ibiza_1.4_16V_SportEdition,privat,Angebot,2500,test,kleinwagen,2008,manuell,86,ibiza,90000,10,benzin,seat,ja,2016-03-19 00:00:00,0,32549,2016-03-19 14:36:45
237979,237979,2016-03-11 22:57:42,FIAT_Punto_55_ED_._._._._._zuverlaessiger_Stadtflitzer_HU_04/2017,privat,Angebot,690,control,kleinwagen,1993,manuell,54,punto,150000,10,benzin,fiat,nein,2016-03-11 00:00:00,0,13581,2016-03-12 21:15:25
303087,303087,2016-03-13 18:48:57,Citroen_C3___2._Hand___Navi!___TÜV_neu___4_Tuerer___von_privat,privat,Angebot,2200,test,kleinwagen,2003,manuell,61,c3,100000,3,benzin,citroen,nein,2016-03-13 00:00:00,0,22117,2016-04-02 18:18:46
207063,207063,2016-03-17 22:57:25,Opel_Astra_J_Design_Edition,privat,Angebot,9500,test,limousine,2011,manuell,131,astra,70000,10,diesel,opel,nein,2016-03-17 00:00:00,0,15834,2016-04-05 20:17:48
199372,199372,2016-03-08 14:50:18,Ford_Focus,privat,Angebot,990,test,limousine,2001,manuell,0,focus,150000,4,benzin,ford,nein,2016-03-08 00:00:00,0,49377,2016-03-08 14:50:18
123841,123841,2016-03-28 19:49:58,Mercedes_c180_Klima,privat,Angebot,1300,control,limousine,1996,manuell,0,c_klasse,150000,8,benzin,mercedes_benz,nein,2016-03-28 00:00:00,0,45663,2016-04-04 23:44:48
